Iter Core_Total(Pa) Full_Total(Pa) Core_Static(Pa) Full_Static(Pa)
640 3805.96 6019.9 3835.26 6216.29
641 3805.13 6019.09 3834.53 6215.4
642 3804.37 6018.26 3833.81 6214.5
643 3803.68 6017.41 3833.09 6213.6
644 3803.06 6016.54 3832.39 6212.7
645 3802.51 6015.66 3831.7 6211.8
646 3802.02 6014.76 3831.02 6210.9
647 3801.58 6013.84 3830.35 6210
648 3801.2 6012.92 3829.7 6209.13
649 3800.85 6011.98 3829.07 6208.26
650 3800.52 6011.04 3828.45 6207.41
651 3800.2 6010.08 3827.85 6206.57
652 3799.88 6009.11 3827.25 6205.73
653 3799.55 6008.14 3826.68 6204.92
654 3799.21 6007.18 3826.11 6204.12
655 3798.84 6006.21 3825.56 6203.34
656 3798.42 6005.24 3825.01 6202.58
657 3797.97 6004.28 3824.47 6201.82
658 3797.46 6003.31 3823.92 6201.07
659 3796.89 6002.34 3823.37 6200.32
660 3796.25 6001.36 3822.8 6199.56
661 3795.56 6000.38 3822.22 6198.81
662 3794.81 5999.41 3821.64 6198.05
663 3794.02 5998.45 3821.05 6197.3
664 3793.19 5997.5 3820.46 6196.56
665 3792.33 5996.56 3819.86 6195.81
666 3791.44 5995.64 3819.25 6195.06
667 3790.53 5994.74 3818.65 6194.32
668 3789.62 5993.86 3818.05 6193.59
669 3788.72 5993.03 3817.46 6192.87
670 3787.84 5992.24 3816.88 6192.17
671 3786.99 5991.48 3816.32 6191.48
672 3786.17 5990.78 3815.77 6190.82
673 3785.39 5990.13 3815.25 6190.18
674 3784.67 5989.53 3814.75 6189.57
675 3783.99 5988.97 3814.26 6188.98
676 3783.36 5988.45 3813.79 6188.4
677 3782.79 5987.97 3813.33 6187.85
678 3782.27 5987.53 3812.89 6187.31
679 3781.79 5987.12 3812.45 6186.78
680 3781.36 5986.72 3812.02 6186.25
681 3780.97 5986.35 3811.6 6185.73
682 3780.63 5985.98 3811.19 6185.22
683 3780.32 5985.63 3810.78 6184.71
684 3780.05 5985.28 3810.38 6184.2
685 3779.79 5984.91 3809.97 6183.68
686 3779.56 5984.53 3809.56 6183.15
687 3779.34 5984.14 3809.15 6182.62
688 3779.12 5983.74 3808.74 6182.08
689 3778.91 5983.31 3808.34 6181.54
690 3778.69 5982.85 3807.92 6180.98
691 3778.44 5982.35 3807.5 6180.41
692 3778.17 5981.82 3807.07 6179.83
693 3777.88 5981.26 3806.63 6179.23
694 3777.55 5980.67 3806.19 6178.63
695 3777.18 5980.04 3805.74 6178.02
696 3776.77 5979.37 3805.27 6177.39
697 3776.3 5978.66 3804.79 6176.75
698 3775.78 5977.92 3804.29 6176.09
699 3775.21 5977.15 3803.78 6175.42
700 3774.59 5976.35 3803.26 6174.73
701 3773.92 5975.52 3802.73 6174.05
702 3773.23 5974.7 3802.21 6173.37
703 3772.53 5973.88 3801.7 6172.71
704 3771.81 5973.07 3801.2 6172.06
705 3771.09 5972.27 3800.71 6171.43
706 3770.36 5971.49 3800.23 6170.82
707 3769.63 5970.72 3799.76 6170.21
708 3768.9 5969.96 3799.3 6169.61
709 3768.19 5969.22 3798.84 6169.02
710 3767.49 5968.49 3798.39 6168.43
711 3766.81 5967.78 3797.95 6167.86
712 3766.15 5967.1 3797.52 6167.29
713 3765.53 5966.44 3797.1 6166.73
714 3764.93 5965.79 3796.68 6166.18
715 3764.37 5965.17 3796.27 6165.63
716 3763.84 5964.57 3795.86 6165.08
717 3763.35 5963.99 3795.46 6164.54
718 3762.91 5963.44 3795.06 6164
719 3762.5 5962.91 3794.68 6163.48
720 3762.14 5962.41 3794.31 6162.97
721 3761.82 5961.94 3793.95 6162.47
722 3761.54 5961.49 3793.59 6161.99
723 3761.29 5961.07 3793.25 6161.52
724 3761.07 5960.67 3792.92 6161.06
725 3760.89 5960.29 3792.61 6160.62
726 3760.72 5959.93 3792.3 6160.19
727 3760.56 5959.57 3791.99 6159.77
728 3760.41 5959.22 3791.69 6159.35
729 3760.26 5958.88 3791.39 6158.93
730 3760.09 5958.52 3791.09 6158.51
731 3759.9 5958.15 3790.78 6158.09
732 3759.69 5957.77 3790.47 6157.66
733 3759.44 5957.36 3790.14 6157.21
734 3759.16 5956.94 3789.8 6156.75
735 3758.84 5956.5 3789.46 6156.29
736 3758.5 5956.05 3789.11 6155.83
737 3758.13 5955.6 3788.77 6155.38
738 3757.73 5955.14 3788.43 6154.94
739 3757.32 5954.68 3788.1 6154.51
740 3756.89 5954.21 3787.77 6154.08
741 3756.44 5953.73 3787.44 6153.66
742 3755.98 5953.26 3787.13 6153.25
743 3755.52 5952.78 3786.82 6152.85
744 3755.06 5952.3 3786.52 6152.46
745 3754.61 5951.83 3786.24 6152.08
746 3754.16 5951.35 3785.96 6151.71
747 3753.72 5950.88 3785.69 6151.35
748 3753.3 5950.41 3785.43 6151
749 3752.88 5949.93 3785.17 6150.64
750 3752.48 5949.46 3784.92 6150.29
751 3752.1 5948.98 3784.66 6149.94
752 3751.73 5948.5 3784.41 6149.58
753 3751.38 5948.01 3784.15 6149.22
754 3751.05 5947.54 3783.9 6148.86
755 3750.74 5947.07 3783.66 6148.51
756 3750.46 5946.61 3783.42 6148.16
757 3750.2 5946.16 3783.18 6147.81
758 3749.96 5945.73 3782.94 6147.46
759 3749.75 5945.32 3782.71 6147.12
760 3749.57 5944.93 3782.49 6146.8
761 3749.4 5944.56 3782.28 6146.48
762 3749.26 5944.22 3782.07 6146.17
763 3749.13 5943.9 3781.87 6145.87
764 3749.02 5943.61 3781.67 6145.58
765 3748.92 5943.34 3781.48 6145.31
766 3748.83 5943.1 3781.3 6145.04
767 3748.74 5942.87 3781.11 6144.77
768 3748.65 5942.67 3780.94 6144.52
769 3748.55 5942.49 3780.76 6144.27
770 3748.45 5942.32 3780.59 6144.03
771 3748.34 5942.16 3780.41 6143.79
772 3748.22 5942.01 3780.24 6143.56
773 3748.08 5941.87 3780.06 6143.33
774 3747.92 5941.73 3779.88 6143.1
775 3747.74 5941.59 3779.7 6142.86
776 3747.55 5941.44 3779.51 6142.63
777 3747.33 5941.29 3779.32 6142.39
778 3747.1 5941.13 3779.13 6142.15
779 3746.85 5940.96 3778.93 6141.91
780 3746.59 5940.77 3778.73 6141.67
781 3746.32 5940.56 3778.53 6141.41
782 3746.03 5940.33 3778.32 6141.15
783 3745.73 5940.08 3778.12 6140.89
784 3745.43 5939.82 3777.91 6140.62
785 3745.13 5939.53 3777.7 6140.35
786 3744.82 5939.22 3777.5 6140.07
787 3744.51 5938.9 3777.29 6139.78
788 3744.21 5938.56 3777.08 6139.49
789 3743.91 5938.2 3776.87 6139.2
790 3743.61 5937.83 3776.66 6138.9
791 3743.33 5937.44 3776.46 6138.59
792 3743.06 5937.06 3776.25 6138.29
793 3742.8 5936.67 3776.05 6137.99
794 3742.56 5936.29 3775.86 6137.69
795 3742.34 5935.91 3775.67 6137.41
796 3742.14 5935.55 3775.49 6137.12
797 3741.96 5935.19 3775.31 6136.85
798 3741.8 5934.85 3775.14 6136.59
799 3741.66 5934.53 3774.97 6136.33
800 3741.54 5934.21 3774.81 6136.08
801 3741.42 5933.91 3774.65 6135.83
802 3741.32 5933.62 3774.49 6135.59
803 3741.23 5933.34 3774.33 6135.35
804 3741.15 5933.07 3774.18 6135.11
805 3741.07 5932.82 3774.02 6134.88
806 3741 5932.57 3773.87 6134.65
807 3740.92 5932.33 3773.71 6134.43
808 3740.84 5932.11 3773.56 6134.21
809 3740.75 5931.89 3773.41 6133.99
810 3740.66 5931.68 3773.26 6133.78
811 3740.55 5931.47 3773.11 6133.57
812 3740.44 5931.27 3772.96 6133.37
813 3740.3 5931.06 3772.81 6133.17
814 3740.15 5930.86 3772.66 6132.97
815 3739.98 5930.64 3772.5 6132.76
816 3739.8 5930.43 3772.35 6132.56
817 3739.59 5930.21 3772.2 6132.36
818 3739.38 5929.99 3772.04 6132.16
819 3739.15 5929.77 3771.89 6131.96
820 3738.91 5929.54 3771.73 6131.76
821 3738.65 5929.31 3771.58 6131.56
822 3738.39 5929.09 3771.43 6131.35
823 3738.13 5928.86 3771.28 6131.16
824 3737.88 5928.66 3771.14 6130.97
825 3737.63 5928.46 3771.01 6130.8
826 3737.39 5928.27 3770.88 6130.63
827 3737.16 5928.09 3770.76 6130.46
828 3736.95 5927.92 3770.64 6130.3
829 3736.74 5927.77 3770.53 6130.15
830 3736.55 5927.62 3770.42 6130
831 3736.38 5927.49 3770.31 6129.85
832 3736.22 5927.36 3770.21 6129.7
833 3736.08 5927.24 3770.11 6129.56
834 3735.95 5927.13 3770.01 6129.43
835 3735.85 5927.02 3769.91 6129.29
836 3735.76 5926.92 3769.82 6129.15
837 3735.69 5926.82 3769.73 6129.02
838 3735.64 5926.72 3769.64 6128.89
839 3735.6 5926.62 3769.55 6128.76
840 3735.58 5926.52 3769.46 6128.62
841 3735.57 5926.4 3769.37 6128.49
842 3735.57 5926.28 3769.28 6128.35
843 3735.58 5926.15 3769.2 6128.22
844 3735.6 5926.01 3769.11 6128.08
845 3735.62 5925.86 3769.03 6127.94
846 3735.64 5925.7 3768.95 6127.8
847 3735.66 5925.53 3768.87 6127.66
848 3735.67 5925.34 3768.78 6127.52
849 3735.67 5925.14 3768.7 6127.38
850 3735.67 5924.94 3768.62 6127.23
851 3735.64 5924.73 3768.53 6127.09
852 3735.61 5924.51 3768.44 6126.94
853 3735.55 5924.28 3768.35 6126.8
854 3735.48 5924.06 3768.26 6126.65
855 3735.38 5923.83 3768.17 6126.51
856 3735.27 5923.61 3768.07 6126.37
857 3735.14 5923.4 3767.97 6126.23
858 3735 5923.19 3767.87 6126.1
859 3734.83 5922.99 3767.77 6125.96
860 3734.66 5922.8 3767.67 6125.83
861 3734.47 5922.62 3767.57 6125.71
862 3734.27 5922.45 3767.47 6125.58
863 3734.07 5922.3 3767.37 6125.47
864 3733.86 5922.17 3767.28 6125.35
865 3733.65 5922.05 3767.18 6125.24
866 3733.45 5921.94 3767.09 6125.14
867 3733.25 5921.86 3767 6125.04
868 3733.05 5921.78 3766.92 6124.94
869 3732.86 5921.72 3766.83 6124.85
870 3732.68 5921.68 3766.76 6124.76
871 3732.51 5921.64 3766.68 6124.68
872 3732.36 5921.61 3766.6 6124.59
873 3732.21 5921.58 3766.53 6124.51
874 3732.08 5921.56 3766.46 6124.43
875 3731.97 5921.54 3766.39 6124.35
876 3731.87 5921.51 3766.32 6124.27
877 3731.79 5921.48 3766.26 6124.19
878 3731.72 5921.44 3766.2 6124.11
879 3731.66 5921.39 3766.14 6124.02
880 3731.62 5921.33 3766.08 6123.93
881 3731.6 5921.26 3766.02 6123.84
882 3731.59 5921.18 3765.96 6123.75
883 3731.59 5921.08 3765.91 6123.65
884 3731.59 5920.96 3765.86 6123.55
885 3731.61 5920.84 3765.8 6123.45
886 3731.63 5920.7 3765.75 6123.34
887 3731.65 5920.56 3765.7 6123.23
888 3731.67 5920.4 3765.65 6123.13
889 3731.69 5920.24 3765.59 6123.02
890 3731.7 5920.07 3765.54 6122.9
891 3731.71 5919.9 3765.48 6122.8
892 3731.7 5919.73 3765.42 6122.69
893 3731.69 5919.57 3765.37 6122.58
894 3731.66 5919.41 3765.31 6122.48
895 3731.61 5919.26 3765.25 6122.39
896 3731.56 5919.11 3765.19 6122.29
897 3731.49 5918.97 3765.12 6122.2
898 3731.4 5918.85 3765.06 6122.11
899 3731.31 5918.73 3765 6122.03
900 3731.2 5918.62 3764.93 6121.95
901 3731.08 5918.52 3764.87 6121.86
902 3730.95 5918.43 3764.8 6121.79
903 3730.82 5918.35 3764.74 6121.71
904 3730.69 5918.28 3764.67 6121.64
905 3730.56 5918.23 3764.61 6121.57
906 3730.42 5918.18 3764.56 6121.5
907 3730.3 5918.13 3764.5 6121.44
908 3730.17 5918.09 3764.45 6121.37
909 3730.06 5918.05 3764.39 6121.31
910 3729.95 5918.02 3764.34 6121.25
911 3729.86 5917.98 3764.29 6121.19
912 3729.77 5917.94 3764.25 6121.13
913 3729.69 5917.9 3764.2 6121.07
914 3729.63 5917.85 3764.16 6121
915 3729.58 5917.8 3764.12 6120.94
916 3729.55 5917.74 3764.07 6120.87
917 3729.52 5917.67 3764.04 6120.81
918 3729.51 5917.59 3764 6120.74
919 3729.51 5917.51 3763.96 6120.67
920 3729.52 5917.43 3763.92 6120.6
921 3729.54 5917.34 3763.89 6120.53
922 3729.56 5917.25 3763.85 6120.46
923 3729.59 5917.15 3763.82 6120.39
924 3729.62 5917.06 3763.79 6120.32
925 3729.65 5916.97 3763.75 6120.26
926 3729.68 5916.87 3763.72 6120.19
927 3729.71 5916.79 3763.68 6120.13
928 3729.73 5916.7 3763.65 6120.07
929 3729.74 5916.62 3763.61 6120.01
930 3729.73 5916.54 3763.58 6119.95
931 3729.72 5916.47 3763.54 6119.89
932 3729.7 5916.41 3763.5 6119.84
933 3729.66 5916.35 3763.46 6119.79
934 3729.61 5916.3 3763.42 6119.74
935 3729.54 5916.25 3763.38 6119.69
936 3729.47 5916.21 3763.33 6119.65
937 3729.38 5916.18 3763.29 6119.6
938 3729.29 5916.14 3763.25 6119.56
939 3729.19 5916.11 3763.21 6119.51
940 3729.08 5916.08 3763.17 6119.47
941 3728.97 5916.06 3763.12 6119.43
942 3728.86 5916.03 3763.09 6119.39
943 3728.74 5916 3763.05 6119.35
944 3728.63 5915.97 3763.01 6119.31
945 3728.53 5915.94 3762.97 6119.27
946 3728.42 5915.9 3762.94 6119.23
947 3728.33 5915.86 3762.91 6119.19
948 3728.24 5915.82 3762.88 6119.15
949 3728.16 5915.77 3762.85 6119.11
950 3728.09 5915.72 3762.82 6119.07
951 3728.02 5915.67 3762.79 6119.03
952 3727.97 5915.61 3762.77 6118.99
953 3727.93 5915.55 3762.74 6118.94
954 3727.9 5915.49 3762.72 6118.9
955 3727.89 5915.43 3762.7 6118.86
956 3727.88 5915.36 3762.68 6118.82
957 3727.88 5915.3 3762.67 6118.78
958 3727.89 5915.24 3762.65 6118.73
959 3727.91 5915.18 3762.63 6118.69
960 3727.94 5915.13 3762.62 6118.66
961 3727.97 5915.07 3762.6 6118.62
962 3728.01 5915.02 3762.59 6118.58
963 3728.05 5914.97 3762.58 6118.54
964 3728.09 5914.93 3762.56 6118.51
965 3728.13 5914.89 3762.55 6118.47
966 3728.17 5914.86 3762.54 6118.44
967 3728.21 5914.83 3762.52 6118.41
968 3728.24 5914.8 3762.51 6118.38
969 3728.26 5914.78 3762.5 6118.35
970 3728.28 5914.76 3762.48 6118.32
971 3728.29 5914.75 3762.46 6118.29
972 3728.29 5914.73 3762.45 6118.26
973 3728.27 5914.72 3762.43 6118.23
974 3728.25 5914.71 3762.4 6118.21
975 3728.23 5914.7 3762.38 6118.18
976 3728.19 5914.69 3762.36 6118.15
977 3728.14 5914.68 3762.33 6118.13
978 3728.09 5914.67 3762.31 6118.1
979 3728.03 5914.65 3762.28 6118.08
980 3727.96 5914.63 3762.26 6118.05
981 3727.89 5914.61 3762.23 6118.02
982 3727.81 5914.59 3762.2 6117.99
983 3727.74 5914.56 3762.18 6117.96
984 3727.66 5914.52 3762.15 6117.93
985 3727.59 5914.49 3762.13 6117.9
986 3727.51 5914.45 3762.1 6117.87
987 3727.44 5914.4 3762.08 6117.84
988 3727.37 5914.36 3762.06 6117.81
989 3727.3 5914.31 3762.04 6117.78
990 3727.24 5914.26 3762.02 6117.75
991 3727.19 5914.21 3762 6117.72
992 3727.14 5914.16 3761.98 6117.69
993 3727.1 5914.12 3761.96 6117.66
994 3727.07 5914.07 3761.95 6117.63
995 3727.04 5914.02 3761.93 6117.6
996 3727.02 5913.98 3761.92 6117.57
997 3727.01 5913.93 3761.91 6117.54
998 3727 5913.9 3761.9 6117.51
999 3727 5913.86 3761.89 6117.49
1000 3727.01 5913.82 3761.88 6117.46
1001 3727.03 5913.79 3761.87 6117.43
1002 3727.05 5913.77 3761.86 6117.41
1003 3727.07 5913.74 3761.85 6117.39
1004 3727.1 5913.72 3761.84 6117.36
1005 3727.13 5913.7 3761.84 6117.34
1006 3727.16 5913.69 3761.83 6117.32
1007 3727.19 5913.68 3761.82 6117.3
1008 3727.22 5913.66 3761.82 6117.28
1009 3727.25 5913.66 3761.81 6117.26
1010 3727.28 5913.65 3761.8 6117.24
1011 3727.3 5913.64 3761.79 6117.22
1012 3727.32 5913.63 3761.78 6117.2
1013 3727.33 5913.62 3761.77 6117.19
1014 3727.34 5913.61 3761.76 6117.17
1015 3727.34 5913.6 3761.75 6117.15
1016 3727.33 5913.59 3761.74 6117.13
1017 3727.32 5913.57 3761.73 6117.11
1018 3727.3 5913.55 3761.71 6117.09
1019 3727.27 5913.53 3761.7 6117.07
1020 3727.24 5913.51 3761.69 6117.05
1021 3727.21 5913.48 3761.67 6117.03
1022 3727.17 5913.45 3761.65 6117.01
1023 3727.12 5913.42 3761.64 6116.99
1024 3727.08 5913.39 3761.62 6116.97
1025 3727.03 5913.36 3761.61 6116.95
1026 3726.98 5913.32 3761.59 6116.93
1027 3726.93 5913.29 3761.57 6116.91
1028 3726.88 5913.25 3761.56 6116.88
1029 3726.83 5913.22 3761.55 6116.86
1030 3726.78 5913.19 3761.53 6116.84
1031 3726.74 5913.16 3761.52 6116.82
1032 3726.69 5913.13 3761.51 6116.8
1033 3726.65 5913.1 3761.49 6116.78
1034 3726.62 5913.07 3761.48 6116.77
1035 3726.58 5913.05 3761.47 6116.75
1036 3726.56 5913.03 3761.46 6116.73
1037 3726.53 5913.02 3761.45 6116.71
1038 3726.51 5913 3761.45 6116.7
1039 3726.5 5912.99 3761.44 6116.68
1040 3726.49 5912.98 3761.43 6116.67
1041 3726.49 5912.98 3761.43 6116.65
1042 3726.49 5912.97 3761.42 6116.64
1043 3726.49 5912.97 3761.41 6116.62
1044 3726.5 5912.97 3761.41 6116.61
1045 3726.51 5912.98 3761.41 6116.6
1046 3726.53 5912.98 3761.4 6116.59
1047 3726.54 5912.98 3761.4 6116.58
1048 3726.56 5912.98 3761.39 6116.56
1049 3726.58 5912.99 3761.39 6116.55
1050 3726.61 5912.99 3761.39 6116.54
1051 3726.63 5912.99 3761.39 6116.53
1052 3726.65 5912.98 3761.38 6116.52
1053 3726.67 5912.98 3761.38 6116.5
1054 3726.69 5912.97 3761.38 6116.49
1055 3726.71 5912.95 3761.37 6116.48
1056 3726.72 5912.94 3761.37 6116.46
1057 3726.73 5912.92 3761.36 6116.45
1058 3726.73 5912.89 3761.36 6116.44
1059 3726.74 5912.87 3761.35 6116.42
1060 3726.74 5912.84 3761.34 6116.4
1061 3726.73 5912.81 3761.34 6116.39
1062 3726.72 5912.77 3761.33 6116.37
1063 3726.71 5912.74 3761.32 6116.36
1064 3726.69 5912.7 3761.31 6116.34
1065 3726.67 5912.66 3761.3 6116.32
1066 3726.65 5912.63 3761.3 6116.31
1067 3726.63 5912.59 3761.29 6116.29
1068 3726.6 5912.55 3761.28 6116.27
1069 3726.57 5912.52 3761.27 6116.26
1070 3726.54 5912.48 3761.26 6116.24
1071 3726.51 5912.45 3761.25 6116.23
1072 3726.48 5912.42 3761.24 6116.22
1073 3726.46 5912.39 3761.23 6116.2
1074 3726.43 5912.37 3761.23 6116.19
1075 3726.4 5912.34 3761.22 6116.18
1076 3726.37 5912.33 3761.21 6116.17
1077 3726.35 5912.31 3761.2 6116.16
1078 3726.33 5912.3 3761.2 6116.14
1079 3726.31 5912.29 3761.19 6116.14
1080 3726.29 5912.28 3761.19 6116.13
1081 3726.27 5912.28 3761.18 6116.12
1082 3726.26 5912.28 3761.17 6116.11
1083 3726.25 5912.29 3761.17 6116.1
1084 3726.24 5912.29 3761.17 6116.1
1085 3726.24 5912.3 3761.16 6116.09
1086 3726.24 5912.31 3761.16 6116.08
1087 3726.24 5912.32 3761.16 6116.08
1088 3726.24 5912.34 3761.15 6116.07
1089 3726.24 5912.35 3761.15 6116.07
1090 3726.25 5912.36 3761.15 6116.06
1091 3726.26 5912.37 3761.15 6116.06
1092 3726.27 5912.38 3761.14 6116.05
1093 3726.28 5912.39 3761.14 6116.05
1094 3726.29 5912.4 3761.14 6116.04
1095 3726.31 5912.4 3761.14 6116.03
1096 3726.32 5912.4 3761.14 6116.03
1097 3726.33 5912.4 3761.14 6116.02
1098 3726.34 5912.39 3761.13 6116.01
1099 3726.35 5912.39 3761.13 6116
1100 3726.36 5912.37 3761.13 6116
1101 3726.37 5912.36 3761.13 6115.99
1102 3726.37 5912.34 3761.12 6115.98
1103 3726.37 5912.32 3761.12 6115.97
1104 3726.37 5912.3 3761.12 6115.95
1105 3726.37 5912.28 3761.11 6115.94
1106 3726.37 5912.26 3761.11 6115.93
1107 3726.36 5912.23 3761.11 6115.92
1108 3726.35 5912.21 3761.1 6115.91
1109 3726.34 5912.18 3761.1 6115.9
1110 3726.33 5912.16 3761.09 6115.89
1111 3726.32 5912.13 3761.09 6115.88
1112 3726.31 5912.11 3761.08 6115.87
1113 3726.29 5912.09 3761.08 6115.86
1114 3726.28 5912.07 3761.07 6115.85
1115 3726.26 5912.05 3761.07 6115.84
1116 3726.24 5912.03 3761.06 6115.83
1117 3726.23 5912.02 3761.06 6115.82
1118 3726.21 5912 3761.05 6115.82
1119 3726.2 5911.99 3761.05 6115.81
1120 3726.18 5911.98 3761.05 6115.8
1121 3726.17 5911.98 3761.04 6115.8
1122 3726.15 5911.97 3761.04 6115.79
1123 3726.14 5911.97 3761.04 6115.78
1124 3726.13 5911.97 3761.03 6115.78
1125 3726.12 5911.98 3761.03 6115.77
1126 3726.11 5911.98 3761.03 6115.77
1127 3726.11 5911.99 3761.02 6115.77
1128 3726.1 5911.99 3761.02 6115.76
1129 3726.1 5912 3761.02 6115.76
1130 3726.09 5912.01 3761.02 6115.75
1131 3726.09 5912.01 3761.02 6115.75
1132 3726.09 5912.02 3761.01 6115.75
1133 3726.1 5912.02 3761.01 6115.74
1134 3726.1 5912.03 3761.01 6115.74
1135 3726.1 5912.03 3761.01 6115.74
1136 3726.11 5912.03 3761.01 6115.73
1137 3726.11 5912.03 3761.01 6115.73
1138 3726.12 5912.03 3761.01 6115.72
1139 3726.13 5912.02 3761.01 6115.72
1140 3726.13 5912.02 3761.01 6115.71
1141 3726.14 5912.01 3761.01 6115.71
1142 3726.14 5911.99 3761.01 6115.7
1143 3726.15 5911.98 3761 6115.69
1144 3726.15 5911.97 3761 6115.69
1145 3726.16 5911.95 3761 6115.68
1146 3726.16 5911.93 3761 6115.67
1147 3726.16 5911.91 3761 6115.67
1148 3726.16 5911.89 3761 6115.66
1149 3726.16 5911.87 3761 6115.65
1150 3726.16 5911.85 3760.99 6115.64
1151 3726.16 5911.84 3760.99 6115.64
1152 3726.16 5911.82 3760.99 6115.63
1153 3726.15 5911.8 3760.99 6115.62
1154 3726.15 5911.78 3760.99 6115.62
1155 3726.14 5911.77 3760.98 6115.61
1156 3726.14 5911.75 3760.98 6115.61
1157 3726.13 5911.74 3760.98 6115.6
1158 3726.12 5911.73 3760.98 6115.59
1159 3726.12 5911.72 3760.97 6115.59
1160 3726.11 5911.72 3760.97 6115.59
1161 3726.1 5911.71 3760.97 6115.58
1162 3726.09 5911.71 3760.97 6115.58
1163 3726.08 5911.71 3760.96 6115.57
1164 3726.08 5911.71 3760.96 6115.57
1165 3726.07 5911.72 3760.96 6115.57
1166 3726.06 5911.72 3760.96 6115.57
1167 3726.06 5911.73 3760.96 6115.56
1168 3726.05 5911.74 3760.96 6115.56
1169 3726.04 5911.75 3760.95 6115.56
1170 3726.04 5911.76 3760.95 6115.56
1171 3726.03 5911.77 3760.95 6115.56
1172 3726.03 5911.78 3760.95 6115.56
1173 3726.03 5911.79 3760.95 6115.56
1174 3726.02 5911.8 3760.95 6115.56
1175 3726.02 5911.8 3760.95 6115.55
1176 3726.02 5911.81 3760.94 6115.55
1177 3726.02 5911.81 3760.94 6115.55
1178 3726.02 5911.82 3760.94 6115.55
1179 3726.02 5911.82 3760.94 6115.55
1180 3726.03 5911.82 3760.94 6115.54
1181 3726.03 5911.81 3760.94 6115.54
1182 3726.03 5911.81 3760.94 6115.54
1183 3726.03 5911.8 3760.94 6115.53
1184 3726.04 5911.79 3760.94 6115.53
1185 3726.04 5911.78 3760.94 6115.52
1186 3726.05 5911.77 3760.94 6115.52
1187 3726.05 5911.75 3760.94 6115.51
1188 3726.06 5911.74 3760.94 6115.51
1189 3726.06 5911.72 3760.94 6115.5
1190 3726.06 5911.71 3760.94 6115.5
1191 3726.07 5911.69 3760.94 6115.49
1192 3726.07 5911.67 3760.94 6115.49
1193 3726.07 5911.66 3760.94 6115.48
1194 3726.08 5911.64 3760.94 6115.48
1195 3726.08 5911.63 3760.93 6115.47
1196 3726.08 5911.61 3760.93 6115.47
1197 3726.08 5911.6 3760.93 6115.46
1198 3726.08 5911.59 3760.93 6115.46
1199 3726.07 5911.58 3760.93 6115.46
1200 3726.07 5911.57 3760.93 6115.45
1201 3726.07 5911.56 3760.93 6115.45
1202 3726.07 5911.56 3760.93 6115.45
1203 3726.06 5911.55 3760.93 6115.44
1204 3726.06 5911.55 3760.92 6115.44
1205 3726.05 5911.55 3760.92 6115.44
1206 3726.04 5911.56 3760.92 6115.44
1207 3726.04 5911.56 3760.92 6115.44
1208 3726.03 5911.56 3760.92 6115.44
1209 3726.02 5911.57 3760.92 6115.43
1210 3726.01 5911.58 3760.91 6115.43
1211 3726.01 5911.59 3760.91 6115.43
1212 3726 5911.6 3760.91 6115.43
1213 3725.99 5911.61 3760.91 6115.43
1214 3725.99 5911.62 3760.91 6115.43
1215 3725.98 5911.62 3760.91 6115.43
1216 3725.97 5911.63 3760.91 6115.43
1217 3725.97 5911.64 3760.91 6115.43
1218 3725.96 5911.65 3760.9 6115.43
1219 3725.96 5911.65 3760.9 6115.43
1220 3725.95 5911.66 3760.9 6115.43
1221 3725.95 5911.66 3760.9 6115.43
1222 3725.95 5911.66 3760.9 6115.43
1223 3725.95 5911.66 3760.9 6115.43
1224 3725.95 5911.66 3760.9 6115.42
1225 3725.95 5911.66 3760.9 6115.42
1226 3725.95 5911.65 3760.9 6115.42
1227 3725.95 5911.64 3760.9 6115.42
1228 3725.95 5911.63 3760.9 6115.41
1229 3725.96 5911.62 3760.9 6115.41
1230 3725.96 5911.61 3760.9 6115.41
1231 3725.97 5911.6 3760.9 6115.4
1232 3725.97 5911.59 3760.9 6115.4
1233 3725.98 5911.57 3760.9 6115.4
1234 3725.98 5911.56 3760.9 6115.39
1235 3725.99 5911.55 3760.91 6115.39
1236 3725.99 5911.54 3760.91 6115.38
1237 3726 5911.52 3760.91 6115.38
1238 3726.01 5911.51 3760.91 6115.38
1239 3726.01 5911.5 3760.91 6115.38
1240 3726.02 5911.49 3760.91 6115.37
1241 3726.02 5911.48 3760.91 6115.37
1242 3726.02 5911.48 3760.91 6115.37
1243 3726.02 5911.47 3760.91 6115.37
1244 3726.03 5911.47 3760.91 6115.36
1245 3726.03 5911.46 3760.91 6115.36
1246 3726.03 5911.46 3760.91 6115.36
1247 3726.02 5911.46 3760.9 6115.36
1248 3726.02 5911.46 3760.9 6115.36
1249 3726.02 5911.47 3760.9 6115.36
1250 3726.02 5911.47 3760.9 6115.36
1251 3726.01 5911.47 3760.9 6115.36
1252 3726.01 5911.48 3760.9 6115.36
1253 3726 5911.49 3760.9 6115.36
1254 3726 5911.49 3760.9 6115.36
1255 3725.99 5911.5 3760.9 6115.36
1256 3725.98 5911.51 3760.9 6115.36
1257 3725.98 5911.52 3760.89 6115.36
1258 3725.97 5911.53 3760.89 6115.36
1259 3725.97 5911.53 3760.89 6115.36
1260 3725.96 5911.54 3760.89 6115.36
1261 3725.95 5911.55 3760.89 6115.36
1262 3725.95 5911.55 3760.89 6115.36
1263 3725.95 5911.56 3760.89 6115.36
1264 3725.94 5911.56 3760.89 6115.36
