Iter MassResid UResid VResid Core_dP_AfterInletBuffer(Pa) Full_dP_FullSystem(Pa)
454 2.64123e-05 0.00379514 0.00196326 4137.33 6428.83
455 2.58862e-05 0.00378228 0.00196725 4133.7 6424.48
456 2.68568e-05 0.00374859 0.00197581 4130.1 6420.16
457 2.64851e-05 0.00380331 0.00196754 4126.58 6415.89
458 2.5207e-05 0.0038217 0.00194015 4123.1 6411.66
459 2.63096e-05 0.00378607 0.00195942 4119.67 6407.43
460 2.64419e-05 0.0037867 0.00196119 4116.32 6403.26
461 2.56597e-05 0.00383214 0.00194552 4113.05 6399.14
462 2.52354e-05 0.00384171 0.00193317 4109.84 6395.04
463 2.6107e-05 0.00377923 0.00194594 4106.69 6390.96
464 2.57532e-05 0.00381697 0.00194115 4103.62 6386.94
465 2.45689e-05 0.00385398 0.00191742 4100.63 6382.95
466 2.55038e-05 0.00384495 0.00192061 4097.67 6378.97
467 2.56814e-05 0.00377488 0.00192726 4094.78 6375.03
468 2.49968e-05 0.00384006 0.00191671 4091.96 6371.14
469 2.42993e-05 0.00386875 0.00188633 4089.18 6367.27
470 2.52785e-05 0.00383718 0.00190312 4086.42 6363.41
471 2.50587e-05 0.00379721 0.00190407 4083.72 6359.6
472 2.41255e-05 0.00385484 0.00188871 4081.04 6355.82
473 2.44848e-05 0.00387657 0.00186791 4078.37 6352.05
474 2.48674e-05 0.00382303 0.00188126 4075.7 6348.32
475 2.43742e-05 0.00381052 0.00187738 4073.05 6344.63
476 2.30449e-05 0.00386168 0.00185766 4070.39 6340.96
477 2.43129e-05 0.0038716 0.00184622 4067.69 6337.28
478 2.43419e-05 0.00380525 0.00185583 4064.98 6333.65
479 2.36532e-05 0.0038179 0.00184833 4062.26 6330.07
480 2.31082e-05 0.00386332 0.00182475 4059.5 6326.5
481 2.39268e-05 0.00385665 0.00182116 4056.71 6322.94
482 2.37284e-05 0.00378121 0.00182689 4053.91 6319.43
483 2.2911e-05 0.00381454 0.00181646 4051.09 6315.95
484 2.29811e-05 0.00385588 0.00179022 4048.25 6312.48
485 2.34571e-05 0.00383685 0.00179208 4045.41 6309.03
486 2.31082e-05 0.00375531 0.00179507 4042.59 6305.63
487 2.21369e-05 0.00380234 0.0017827 4039.79 6302.25
488 2.26807e-05 0.00384144 0.00175507 4037.02 6298.87
489 2.29281e-05 0.00381452 0.00175996 4034.29 6295.52
490 2.24944e-05 0.00373004 0.00176126 4031.64 6292.2
491 2.22023e-05 0.00378247 0.0017479 4029.05 6288.9
492 2.28612e-05 0.00381709 0.00172002 4026.54 6285.62
493 2.26242e-05 0.0037843 0.00172475 4024.11 6282.38
494 2.18506e-05 0.00369904 0.00172465 4021.75 6279.16
495 2.24136e-05 0.00374951 0.00171059 4019.45 6275.94
496 2.29894e-05 0.00378097 0.00168323 4017.2 6272.75
497 2.27181e-05 0.00374605 0.00168552 4015.02 6269.61
498 2.19249e-05 0.00366081 0.00168484 4012.86 6266.49
499 2.24329e-05 0.00370009 0.00167054 4010.69 6263.37
500 2.29777e-05 0.00373115 0.00164389 4008.52 6260.28
501 2.2695e-05 0.00369739 0.00164212 4006.33 6257.22
502 2.18995e-05 0.00361458 0.00164156 4004.1 6254.2
503 2.22994e-05 0.00363945 0.00162769 4001.79 6251.17
504 2.28496e-05 0.00367169 0.00160249 3999.41 6248.17
505 2.25803e-05 0.00364135 0.00159592 3996.97 6245.21
506 2.18065e-05 0.00356268 0.00159607 3994.45 6242.27
507 2.20522e-05 0.00357062 0.00158314 3991.84 6239.33
508 2.26393e-05 0.00360513 0.00156633 3989.13 6236.42
509 2.24067e-05 0.00357993 0.00154804 3986.36 6233.54
510 2.1675e-05 0.00350673 0.00154907 3983.53 6230.69
511 2.17181e-05 0.00349517 0.0015414 3980.62 6227.86
512 2.23687e-05 0.00353281 0.00152877 3977.67 6225.04
513 2.21938e-05 0.00351432 0.00150342 3974.69 6222.25
514 2.15212e-05 0.00344778 0.0015009 3971.7 6219.5
515 2.13097e-05 0.00341383 0.00150148 3968.7 6216.77
516 2.20489e-05 0.0034554 0.00149008 3965.72 6214.05
517 2.19509e-05 0.0034451 0.00146712 3962.8 6211.37
518 2.13538e-05 0.00338633 0.00145734 3959.95 6208.72
519 2.08316e-05 0.00332678 0.00146025 3957.18 6206.1
520 2.16804e-05 0.00337311 0.00145037 3954.51 6203.48
521 2.16773e-05 0.00337203 0.00142925 3951.98 6200.91
522 2.11668e-05 0.00332155 0.00141363 3949.6 6198.38
523 2.02844e-05 0.00323357 0.0014175 3947.37 6195.88
524 2.12322e-05 0.0032854 0.00140947 3945.28 6193.38
525 2.13719e-05 0.00329534 0.00139063 3943.37 6190.93
526 2.09594e-05 0.00325447 0.00136833 3941.64 6188.53
527 1.99869e-05 0.00317685 0.00137321 3940.05 6186.16
528 2.27778e-05 0.00319102 0.00136755 3938.6 6183.8
529 2.62202e-05 0.00320644 0.00135674 3937.31 6181.53
530 2.9343e-05 0.0031607 0.00134541 3936.19 6179.37
531 3.20634e-05 0.00307103 0.00132903 3935.21 6177.35
532 3.43123e-05 0.00301822 0.00133223 3934.35 6175.44
533 3.60366e-05 0.00301784 0.00132718 3933.57 6173.63
534 3.72009e-05 0.00296511 0.00131429 3932.83 6171.92
535 3.77867e-05 0.00287077 0.00129132 3932.09 6170.29
536 3.77915e-05 0.00281389 0.00127982 3931.33 6168.71
537 3.72273e-05 0.00281097 0.00127489 3930.5 6167.18
538 3.61182e-05 0.00275482 0.00126311 3929.58 6165.68
539 3.44971e-05 0.0026608 0.00124144 3928.54 6164.19
540 3.34933e-05 0.00265138 0.00122786 3927.36 6162.69
541 3.42146e-05 0.00264186 0.00122637 3926.04 6161.19
542 3.42038e-05 0.00258002 0.00121787 3924.59 6159.69
543 3.34225e-05 0.00251095 0.00119868 3923 6158.18
544 3.19038e-05 0.00252823 0.00119261 3921.3 6156.67
545 3.06966e-05 0.00249895 0.00119243 3919.47 6155.13
546 3.1183e-05 0.00242974 0.00118348 3917.52 6153.56
547 3.10643e-05 0.00242911 0.00116482 3915.5 6151.96
548 3.03427e-05 0.00242748 0.00117005 3913.42 6150.34
549 2.90354e-05 0.00237888 0.00116985 3911.3 6148.69
550 2.71697e-05 0.00233561 0.00115895 3909.15 6146.99
551 2.79285e-05 0.00236282 0.00114876 3906.98 6145.23
552 2.926e-05 0.00234116 0.00115636 3904.84 6143.43
553 2.99014e-05 0.00229714 0.00115523 3902.77 6141.61
554 2.99803e-05 0.00228168 0.00114195 3900.79 6139.78
555 2.98582e-05 0.00228013 0.00114102 3898.91 6137.93
556 2.98338e-05 0.00226202 0.00114401 3897.14 6136.06
557 3.09003e-05 0.00225978 0.00113702 3895.5 6134.16
558 3.34182e-05 0.00222453 0.00111943 3894 6132.25
559 3.54577e-05 0.00220781 0.00112614 3892.66 6130.35
560 3.6981e-05 0.00221234 0.00112429 3891.48 6128.47
561 3.79602e-05 0.00218621 0.00111054 3890.46 6126.62
562 3.83786e-05 0.00214007 0.00109787 3889.6 6124.77
563 3.823e-05 0.00214005 0.00109853 3888.86 6122.94
564 3.75174e-05 0.00213368 0.00108974 3888.25 6121.12
565 3.62526e-05 0.00209294 0.00106936 3887.73 6119.29
566 3.54373e-05 0.0020733 0.00106834 3887.28 6117.44
567 3.59102e-05 0.00208478 0.0010653 3886.88 6115.59
568 3.58192e-05 0.00206517 0.00105184 3886.51 6113.74
569 3.5139e-05 0.00202649 0.00104173 3886.17 6111.9
570 3.38604e-05 0.00204 0.00104374 3885.81 6110.07
571 3.34679e-05 0.00204013 0.00103611 3885.41 6108.24
572 3.37913e-05 0.00200804 0.001018 3884.95 6106.43
573 3.35796e-05 0.00200409 0.0010251 3884.42 6104.65
574 3.28282e-05 0.00201398 0.00102305 3883.79 6102.89
575 3.15414e-05 0.00199191 0.0010093 3883.05 6101.17
576 3.0025e-05 0.00197134 0.00100824 3882.18 6099.48
577 3.05078e-05 0.00199692 0.0010103 3881.16 6097.8
578 3.25569e-05 0.00199504 0.0010027 3879.99 6096.17
579 3.41067e-05 0.00196334 0.000993981 3878.71 6094.61
580 3.49308e-05 0.00196632 0.000999574 3877.32 6093.12
581 3.45854e-05 0.00196816 0.000995328 3875.83 6091.71
582 3.5051e-05 0.00193814 0.00097897 3874.23 6090.36
583 3.74757e-05 0.00192024 0.000981822 3872.55 6089.07
584 3.82697e-05 0.00192838 0.000979846 3870.79 6087.86
585 3.72423e-05 0.00190824 0.00096665 3868.99 6086.72
586 3.48412e-05 0.00186941 0.000958985 3867.13 6085.62
587 3.64089e-05 0.00188516 0.000958959 3865.22 6084.54
588 3.66576e-05 0.00188108 0.00095028 3863.29 6083.49
589 3.55591e-05 0.00184508 0.000935646 3861.36 6082.48
590 3.36432e-05 0.0018445 0.00093942 3859.43 6081.49
591 3.115e-05 0.00185307 0.000934773 3857.51 6080.49
592 3.1127e-05 0.00183329 0.000919709 3855.6 6079.46
593 3.08502e-05 0.00182441 0.000923215 3853.73 6078.43
594 2.99072e-05 0.00184383 0.000923681 3851.93 6077.38
595 2.83799e-05 0.0018386 0.000914442 3850.19 6076.3
596 2.637e-05 0.00181682 0.0009116 3848.54 6075.2
597 2.48076e-05 0.00184347 0.000916176 3846.97 6074.04
598 2.47287e-05 0.0018601 0.000913261 3845.49 6072.82
599 2.40681e-05 0.00184699 0.000903615 3844.12 6071.56
600 2.28764e-05 0.00185075 0.000913749 3842.86 6070.27
601 2.12173e-05 0.00187922 0.000916273 3841.72 6068.92
602 1.91672e-05 0.00188934 0.000910433 3840.69 6067.52
603 1.85132e-05 0.00188416 0.000911098 3839.76 6066.04
604 1.74445e-05 0.00190936 0.000919964 3838.93 6064.51
605 1.60191e-05 0.00194297 0.00092284 3838.2 6062.92
606 1.66426e-05 0.00195954 0.000918229 3837.56 6061.28
607 1.87964e-05 0.00195187 0.000923748 3837 6059.62
608 2.06274e-05 0.00196218 0.000932541 3836.55 6058
609 2.2089e-05 0.00198151 0.00093391 3836.2 6056.42
610 2.31412e-05 0.00198291 0.000927187 3835.92 6054.89
611 2.37523e-05 0.00195489 0.000920313 3835.68 6053.41
612 2.39004e-05 0.00193041 0.000923436 3835.48 6051.96
613 2.35741e-05 0.00194895 0.000920218 3835.26 6050.54
614 2.27738e-05 0.00195368 0.000911828 3835.02 6049.15
615 2.15113e-05 0.00193697 0.000896744 3834.72 6047.76
616 1.98101e-05 0.00190063 0.000898083 3834.34 6046.38
617 1.77039e-05 0.00192389 0.000897146 3833.86 6044.99
618 1.59408e-05 0.00194738 0.00089234 3833.24 6043.59
619 1.56992e-05 0.00195831 0.000883864 3832.48 6042.16
620 1.52299e-05 0.00194465 0.000880214 3831.58 6040.73
621 1.45485e-05 0.00193962 0.000886144 3830.56 6039.31
622 1.36729e-05 0.00197472 0.000887622 3829.42 6037.91
623 1.39395e-05 0.00199965 0.000885436 3828.16 6036.52
624 1.44497e-05 0.00200462 0.000879044 3826.81 6035.17
625 1.47669e-05 0.00198793 0.000878936 3825.4 6033.87
626 1.53267e-05 0.00197234 0.000883587 3823.94 6032.63
627 1.68804e-05 0.00199847 0.000883494 3822.44 6031.44
628 1.79685e-05 0.0020096 0.000879244 3820.95 6030.32
629 1.8249e-05 0.00200485 0.000870801 3819.47 6029.26
630 1.83112e-05 0.00198085 0.000860147 3818 6028.26
631 1.93824e-05 0.00194235 0.000861333 3816.56 6027.31
632 1.99962e-05 0.00194756 0.000858396 3815.15 6026.4
633 2.01497e-05 0.0019557 0.000851535 3813.79 6025.54
634 1.98506e-05 0.00195309 0.00084136 3812.48 6024.7
635 1.91162e-05 0.00193087 0.000827461 3811.23 6023.89
636 1.80883e-05 0.00189562 0.000823564 3810.04 6023.09
637 1.81598e-05 0.00188368 0.000821347 3808.91 6022.29
638 1.7998e-05 0.0018985 0.000816003 3807.86 6021.5
639 1.75359e-05 0.00190273 0.000807782 3806.87 6020.7
640 1.67215e-05 0.00188996 0.000797013 3805.96 6019.9
641 1.58875e-05 0.00186383 0.00078937 3805.13 6019.09
642 1.60617e-05 0.00184038 0.000789848 3804.37 6018.26
643 1.5942e-05 0.00186082 0.000787141 3803.68 6017.41
644 1.5508e-05 0.001871 0.000781368 3803.06 6016.54
645 1.56329e-05 0.00186764 0.000772977 3802.51 6015.66
646 1.57599e-05 0.00184788 0.000761414 3802.02 6014.76
647 1.68812e-05 0.00181524 0.000762936 3801.58 6013.84
648 1.74232e-05 0.00181709 0.000761575 3801.2 6012.92
649 1.75483e-05 0.00182603 0.000756558 3800.85 6011.98
650 1.76152e-05 0.0018255 0.000748387 3800.52 6011.04
651 1.79344e-05 0.00180736 0.000737683 3800.2 6010.08
652 1.94808e-05 0.00177656 0.000729348 3799.88 6009.11
653 2.06898e-05 0.00174055 0.000727842 3799.55 6008.14
654 2.15356e-05 0.00174833 0.000723002 3799.21 6007.18
655 2.1999e-05 0.00174569 0.000714789 3798.84 6006.21
656 2.20679e-05 0.00172873 0.000703692 3798.42 6005.24
657 2.17379e-05 0.00169741 0.000690054 3797.97 6004.28
658 2.10121e-05 0.00165523 0.000685986 3797.46 6003.31
659 1.99003e-05 0.00165273 0.000681744 3796.89 6002.34
660 1.96304e-05 0.00165699 0.000674434 3796.25 6001.36
661 1.99756e-05 0.00164928 0.000664665 3795.56 6000.38
662 1.9961e-05 0.00162522 0.000653341 3794.81 5999.41
663 1.95722e-05 0.00158972 0.000650326 3794.02 5998.45
664 1.87995e-05 0.00158197 0.00064779 3793.19 5997.5
665 1.80992e-05 0.00158911 0.000642121 3792.33 5996.56
666 1.83449e-05 0.00158659 0.000633674 3791.44 5995.64
667 1.85975e-05 0.00156762 0.000622966 3790.53 5994.74
668 1.93278e-05 0.00153707 0.000620413 3789.62 5993.86
669 1.97508e-05 0.00152164 0.000618814 3788.72 5993.03
670 1.99414e-05 0.00152708 0.000614019 3787.84 5992.24
671 2.20264e-05 0.00152345 0.00060615 3786.99 5991.48
672 2.38691e-05 0.00150073 0.00059561 3786.17 5990.78
673 2.50167e-05 0.00146525 0.000590155 3785.39 5990.13
674 2.49288e-05 0.00143555 0.000587126 3784.67 5989.53
675 2.52523e-05 0.0014361 0.000580989 3783.99 5988.97
676 2.7368e-05 0.00142749 0.000571918 3783.36 5988.45
677 2.79627e-05 0.00140129 0.000560144 3782.79 5987.97
678 2.70999e-05 0.00136371 0.000553309 3782.27 5987.53
679 2.53378e-05 0.00134056 0.000549221 3781.79 5987.12
680 2.67012e-05 0.00134137 0.000542502 3781.36 5986.72
681 2.67837e-05 0.00132998 0.000533326 3780.97 5986.35
682 2.5986e-05 0.00130344 0.000521515 3780.63 5985.98
683 2.4699e-05 0.0012674 0.000518245 3780.32 5985.63
684 2.30477e-05 0.00126722 0.000514339 3780.05 5985.28
685 2.28054e-05 0.00126787 0.000507865 3779.79 5984.91
686 2.26986e-05 0.00125536 0.000499184 3779.56 5984.53
687 2.21541e-05 0.00123046 0.000492258 3779.34 5984.14
688 2.11999e-05 0.00121393 0.000491025 3779.12 5983.74
689 1.98835e-05 0.00122103 0.000487568 3778.91 5983.31
690 1.84309e-05 0.00122108 0.000481592 3778.69 5982.85
691 1.85001e-05 0.00120882 0.000473567 3778.44 5982.35
692 1.8145e-05 0.00118636 0.000472376 3778.17 5981.82
693 1.73893e-05 0.00118889 0.000471575 3777.88 5981.26
694 1.62696e-05 0.00119621 0.000468544 3777.55 5980.67
695 1.48324e-05 0.00119655 0.000463391 3777.18 5980.04
696 1.40923e-05 0.00118771 0.00045649 3776.77 5979.37
697 1.33914e-05 0.00117185 0.000457742 3776.3 5978.66
698 1.24079e-05 0.00117918 0.000457762 3775.78 5977.92
699 1.11859e-05 0.00119206 0.000456115 3775.21 5977.15
700 1.11031e-05 0.00120145 0.000452947 3774.59 5976.35
701 1.15014e-05 0.00120013 0.000453797 3773.92 5975.52
702 1.20997e-05 0.00119025 0.000454644 3773.23 5974.7
703 1.24429e-05 0.00117314 0.00045298 3772.53 5973.88
704 1.25225e-05 0.00117615 0.000449325 3771.81 5973.07
705 1.23351e-05 0.00118135 0.000451717 3771.09 5972.27
706 1.18824e-05 0.00118264 0.000453071 3770.36 5971.49
707 1.15146e-05 0.00117911 0.000452999 3769.63 5970.72
708 1.11413e-05 0.00116961 0.000451844 3768.9 5969.96
709 1.13817e-05 0.00115646 0.000448866 3768.19 5969.22
710 1.13729e-05 0.00113878 0.000444659 3767.49 5968.49
711 1.11135e-05 0.00113758 0.000443517 3766.81 5967.78
712 1.06107e-05 0.00114141 0.000444579 3766.15 5967.1
713 9.8791e-06 0.00114284 0.000444541 3765.53 5966.44
714 9.52607e-06 0.00114262 0.000443702 3764.93 5965.79
715 9.38474e-06 0.00113721 0.000442315 3764.37 5965.17
716 9.05445e-06 0.00112802 0.000439736 3763.84 5964.57
717 8.95774e-06 0.00111674 0.000436108 3763.35 5963.99
718 9.1297e-06 0.00110303 0.000433455 3762.91 5963.44
719 9.10874e-06 0.00109212 0.000434743 3762.5 5962.91
720 9.78144e-06 0.00109501 0.000435006 3762.14 5962.41
721 9.91573e-06 0.00109408 0.000434412 3761.82 5961.94
722 1.0318e-05 0.00109083 0.000432912 3761.54 5961.49
723 1.10573e-05 0.00108501 0.000430665 3761.29 5961.07
724 1.15813e-05 0.00107511 0.000427483 3761.07 5960.67
725 1.18742e-05 0.00106141 0.000422977 3760.89 5960.29
726 1.19236e-05 0.00104543 0.000417483 3760.72 5959.93
727 1.17212e-05 0.00102794 0.000415516 3760.56 5959.57
728 1.12638e-05 0.00100937 0.000414158 3760.41 5959.22
729 1.05538e-05 0.000989948 0.00041211 3760.26 5958.88
730 9.60016e-06 0.00098875 0.000409579 3760.09 5958.52
731 8.41857e-06 0.000987266 0.000406755 3759.9 5958.15
732 7.57343e-06 0.00098621 0.000403821 3759.69 5957.77
733 7.21901e-06 0.000985096 0.000400733 3759.44 5957.36
734 7.10881e-06 0.000982727 0.000397193 3759.16 5956.94
735 6.95446e-06 0.000977098 0.000393314 3758.84 5956.5
736 7.43423e-06 0.00096982 0.000393947 3758.5 5956.05
737 7.86232e-06 0.000959996 0.00039453 3758.13 5955.6
738 8.03584e-06 0.000948392 0.000394188 3757.73 5955.14
739 8.00738e-06 0.000935825 0.000392959 3757.32 5954.68
740 8.56516e-06 0.000935908 0.000390987 3756.89 5954.21
741 8.96474e-06 0.000936915 0.000388459 3756.44 5953.73
742 9.93153e-06 0.000935958 0.000385355 3755.98 5953.26
743 1.10587e-05 0.000931595 0.000381739 3755.52 5952.78
744 1.19431e-05 0.000922933 0.000377376 3755.06 5952.3
745 1.25602e-05 0.000911081 0.000371876 3754.61 5951.83
746 1.2891e-05 0.000896458 0.000370079 3754.16 5951.35
747 1.29248e-05 0.00087978 0.000367953 3753.72 5950.88
748 1.26616e-05 0.000861601 0.000365107 3753.3 5950.41
749 1.21114e-05 0.000856086 0.000361661 3752.88 5949.93
750 1.12919e-05 0.000855251 0.000357735 3752.48 5949.46
751 1.05863e-05 0.000853623 0.00035348 3752.1 5948.98
752 1.01703e-05 0.000851249 0.000349053 3751.73 5948.5
753 1.03882e-05 0.000846615 0.000344553 3751.38 5948.01
754 1.04199e-05 0.000838603 0.000339866 3751.05 5947.54
755 1.02635e-05 0.000828202 0.000335352 3750.74 5947.07
756 9.90781e-06 0.000815781 0.000334212 3750.46 5946.61
757 1.0017e-05 0.000802167 0.000332556 3750.2 5946.16
758 1.09359e-05 0.000792304 0.000330383 3749.96 5945.73
759 1.16577e-05 0.000792661 0.000327693 3749.75 5945.32
760 1.22089e-05 0.000790662 0.00032439 3749.57 5944.93
761 1.24801e-05 0.00078671 0.000320523 3749.4 5944.56
762 1.30873e-05 0.000780834 0.000316176 3749.26 5944.22
763 1.45338e-05 0.000771212 0.000311454 3749.13 5943.9
764 1.55618e-05 0.000758386 0.000306013 3749.02 5943.61
765 1.56979e-05 0.000742851 0.000303474 3748.92 5943.34
766 1.48746e-05 0.000727824 0.00030101 3748.83 5943.1
767 1.66642e-05 0.00072087 0.000297942 3748.74 5942.87
768 1.7379e-05 0.000712139 0.000294386 3748.65 5942.67
769 1.68191e-05 0.000703404 0.00029022 3748.55 5942.49
770 1.53648e-05 0.000697282 0.00028553 3748.45 5942.32
771 1.64533e-05 0.000689051 0.000280499 3748.34 5942.16
772 1.6585e-05 0.000677211 0.000275258 3748.22 5942.01
773 1.58815e-05 0.000671505 0.000271636 3748.08 5941.87
774 1.47968e-05 0.000665738 0.000269585 3747.92 5941.73
775 1.38464e-05 0.000659119 0.000267037 3747.74 5941.59
776 1.40368e-05 0.00065394 0.000264053 3747.55 5941.44
777 1.38587e-05 0.000649754 0.000260738 3747.33 5941.29
778 1.33885e-05 0.000644803 0.000257059 3747.1 5941.13
779 1.26296e-05 0.000639453 0.000253085 3746.85 5940.96
780 1.15961e-05 0.000634052 0.000249165 3746.59 5940.77
781 1.13868e-05 0.000631759 0.000248301 3746.32 5940.56
782 1.13496e-05 0.000631783 0.000247107 3746.03 5940.33
783 1.09912e-05 0.000630837 0.00024547 3745.73 5940.08
784 1.03249e-05 0.000628879 0.000243339 3745.43 5939.82
785 9.38107e-06 0.000626223 0.000240829 3745.13 5939.53
786 8.9691e-06 0.000623813 0.000238086 3744.82 5939.22
787 8.56806e-06 0.000623848 0.000235259 3744.51 5938.9
788 7.92158e-06 0.000623556 0.000233317 3744.21 5938.56
789 7.05922e-06 0.00062336 0.000233069 3743.91 5938.2
790 6.36731e-06 0.000623773 0.000232498 3743.61 5937.83
791 6.42764e-06 0.000624606 0.000231709 3743.33 5937.44
792 6.55421e-06 0.000624094 0.000230742 3743.06 5937.06
793 6.60604e-06 0.000625744 0.00022947 3742.8 5936.67
794 6.49802e-06 0.000626439 0.000227864 3742.56 5936.29
795 6.33015e-06 0.00062662 0.000225963 3742.34 5935.91
796 6.69895e-06 0.000626465 0.000223851 3742.14 5935.55
797 6.87839e-06 0.000625143 0.000221599 3741.96 5935.19
798 6.85211e-06 0.000623162 0.000219149 3741.8 5934.85
799 6.609e-06 0.000620899 0.000217821 3741.66 5934.53
800 6.14963e-06 0.000618684 0.00021666 3741.54 5934.21
801 5.99028e-06 0.000616856 0.000215301 3741.42 5933.91
802 5.97518e-06 0.000614928 0.000213822 3741.32 5933.62
803 5.78551e-06 0.000612531 0.000212242 3741.23 5933.34
804 5.42238e-06 0.000610084 0.000210529 3741.15 5933.07
805 5.29002e-06 0.000607938 0.000208978 3741.07 5932.82
806 4.87364e-06 0.000605921 0.000207748 3741 5932.57
807 5.69239e-06 0.000604796 0.000206513 3740.92 5932.33
808 6.0328e-06 0.000602009 0.000205322 3740.84 5932.11
809 5.61065e-06 0.000598612 0.000203968 3740.75 5931.89
810 5.22917e-06 0.0005956 0.000202462 3740.66 5931.68
811 5.71243e-06 0.000592917 0.000200931 3740.55 5931.47
812 5.52857e-06 0.000589382 0.000199436 3740.44 5931.27
813 5.15446e-06 0.000585956 0.000197873 3740.3 5931.06
814 5.00228e-06 0.000582885 0.000196294 3740.15 5930.86
815 4.93928e-06 0.000579851 0.000194758 3739.98 5930.64
816 5.11006e-06 0.000576728 0.000193256 3739.8 5930.43
817 5.00884e-06 0.000573219 0.000191769 3739.59 5930.21
818 4.74396e-06 0.000569729 0.00019025 3739.38 5929.99
819 4.46677e-06 0.000566472 0.000188715 3739.15 5929.77
820 4.19878e-06 0.000563454 0.000187199 3738.91 5929.54
821 4.21977e-06 0.000560643 0.000185722 3738.65 5929.31
822 5.36762e-06 0.000557548 0.00018429 3738.39 5929.09
823 6.43449e-06 0.000552856 0.00018285 3738.13 5928.86
824 7.16574e-06 0.000547231 0.000181228 3737.88 5928.66
825 7.34336e-06 0.000541141 0.000179538 3737.63 5928.46
826 8.00979e-06 0.00053499 0.0001779 3737.39 5928.27
827 9.13489e-06 0.000528509 0.000176175 3737.16 5928.09
828 9.69124e-06 0.000521555 0.000174363 3736.95 5927.92
829 9.4826e-06 0.000514475 0.000172443 3736.74 5927.77
830 9.12598e-06 0.000507632 0.000170445 3736.55 5927.62
831 1.02667e-05 0.000501118 0.000168429 3736.38 5927.49
832 1.06146e-05 0.000494229 0.000166439 3736.22 5927.36
833 9.95802e-06 0.000487381 0.000164409 3736.08 5927.24
834 9.21264e-06 0.000481031 0.000162355 3735.95 5927.13
835 1.01222e-05 0.000475262 0.000160343 3735.85 5927.02
836 1.00386e-05 0.00046917 0.000158422 3735.76 5926.92
837 9.16867e-06 0.000463312 0.000156505 3735.69 5926.82
838 8.04665e-06 0.000458122 0.000154614 3735.64 5926.72
839 8.48803e-06 0.000453898 0.000152816 3735.6 5926.62
840 8.37226e-06 0.000449417 0.00015118 3735.58 5926.52
841 8.03121e-06 0.000445111 0.000149597 3735.57 5926.4
842 8.14292e-06 0.000441144 0.000148064 3735.57 5926.28
843 8.4096e-06 0.000437138 0.000146597 3735.58 5926.15
844 8.48359e-06 0.000432993 0.000145177 3735.6 5926.01
845 8.37211e-06 0.000428869 0.000143916 3735.62 5925.86
846 8.15381e-06 0.000424897 0.00014302 3735.64 5925.7
847 8.12359e-06 0.000421145 0.000142249 3735.66 5925.53
848 8.11885e-06 0.000417453 0.00014148 3735.67 5925.34
849 8.0982e-06 0.000413691 0.000140707 3735.67 5925.14
850 8.1703e-06 0.0004099 0.000139922 3735.67 5924.94
851 8.23156e-06 0.000406067 0.000139123 3735.64 5924.73
852 8.07761e-06 0.000402435 0.000138302 3735.61 5924.51
853 7.61564e-06 0.000398926 0.000137456 3735.55 5924.28
854 7.90404e-06 0.000395748 0.000136603 3735.48 5924.06
855 8.19424e-06 0.00039234 0.000135922 3735.38 5923.83
856 8.21987e-06 0.000388743 0.000135348 3735.27 5923.61
857 7.99764e-06 0.000385149 0.000134727 3735.14 5923.4
858 7.59704e-06 0.000381715 0.000134071 3735 5923.19
859 7.88027e-06 0.000378557 0.000133407 3734.83 5922.99
860 7.981e-06 0.000375192 0.000132766 3734.66 5922.8
861 7.98037e-06 0.000371769 0.000132105 3734.47 5922.62
862 8.38412e-06 0.00036836 0.000131426 3734.27 5922.45
863 9.0103e-06 0.000364723 0.000130738 3734.07 5922.3
864 9.56574e-06 0.000360781 0.000130003 3733.86 5922.17
865 9.9126e-06 0.000356616 0.000129188 3733.65 5922.05
866 9.67661e-06 0.000352346 0.000128294 3733.45 5921.94
867 1.02533e-05 0.000348232 0.000127339 3733.25 5921.86
868 1.11312e-05 0.000343909 0.00012637 3733.05 5921.78
869 1.10961e-05 0.000339293 0.000125364 3732.86 5921.72
870 1.00049e-05 0.000334745 0.000124299 3732.68 5921.68
871 1.07771e-05 0.000330703 0.000123213 3732.51 5921.64
872 1.10277e-05 0.000326337 0.000122181 3732.36 5921.61
873 1.03218e-05 0.00032176 0.000121135 3732.21 5921.58
874 9.15176e-06 0.000317452 0.000120071 3732.08 5921.56
875 9.27288e-06 0.000315701 0.000119042 3731.97 5921.54
876 9.19754e-06 0.000314358 0.000118111 3731.87 5921.51
877 8.79969e-06 0.000312987 0.00011722 3731.79 5921.48
878 8.24476e-06 0.000311774 0.000116351 3731.72 5921.44
879 7.55732e-06 0.000310815 0.000115519 3731.66 5921.39
880 7.29064e-06 0.000310207 0.000114745 3731.62 5921.33
881 7.35889e-06 0.000309603 0.000114055 3731.6 5921.26
882 7.20615e-06 0.000308626 0.000113419 3731.59 5921.18
883 6.82247e-06 0.000307569 0.000112787 3731.59 5921.08
884 6.21043e-06 0.000306643 0.000112185 3731.59 5920.96
885 5.99845e-06 0.000306058 0.000111834 3731.61 5920.84
886 5.7758e-06 0.000305474 0.00011152 3731.63 5920.7
887 5.34751e-06 0.000304921 0.00011122 3731.65 5920.56
888 4.81621e-06 0.000304603 0.00011092 3731.67 5920.4
889 4.72804e-06 0.000304641 0.000110639 3731.69 5920.24
