Iter MassResid UResid VResid Core_dP_AfterInletBuffer(Pa) Full_dP_FullSystem(Pa)
890 4.94287e-06 0.000304554 0.000110398 3731.7 5920.07
891 5.15012e-06 0.000304072 0.000110148 3731.71 5919.9
892 5.20509e-06 0.000303289 0.000109829 3731.7 5919.73
893 5.08707e-06 0.000302377 0.000109424 3731.69 5919.57
894 4.94587e-06 0.000301483 0.000108946 3731.66 5919.41
895 5.20765e-06 0.000300626 0.000108422 3731.61 5919.26
896 5.31468e-06 0.000299492 0.00010787 3731.56 5919.11
897 5.26738e-06 0.000298235 0.000107263 3731.49 5918.97
898 5.06459e-06 0.00029697 0.000106606 3731.4 5918.85
899 4.70383e-06 0.000295805 0.000105918 3731.31 5918.73
900 4.63518e-06 0.000294861 0.000105223 3731.2 5918.62
901 4.62462e-06 0.000293903 0.000104546 3731.08 5918.52
902 4.5309e-06 0.000292891 0.000103875 3730.95 5918.43
903 4.98263e-06 0.000291896 0.000103196 3730.82 5918.35
904 5.42487e-06 0.000290431 0.000102511 3730.69 5918.28
905 5.39147e-06 0.000288603 0.000101772 3730.56 5918.23
906 5.11109e-06 0.000286749 0.000100968 3730.42 5918.18
907 5.71918e-06 0.000285023 0.000100132 3730.3 5918.13
908 5.61441e-06 0.000282924 9.92969e-05 3730.17 5918.09
909 4.90617e-06 0.000280878 9.86119e-05 3730.06 5918.05
910 4.97655e-06 0.00027924 9.7924e-05 3729.95 5918.02
911 4.99812e-06 0.000277518 9.72867e-05 3729.86 5917.98
912 4.68054e-06 0.000275756 9.66704e-05 3729.77 5917.94
913 4.27222e-06 0.000274172 9.60634e-05 3729.69 5917.9
914 3.8302e-06 0.000272832 9.54862e-05 3729.63 5917.85
915 3.92103e-06 0.000271766 9.49576e-05 3729.58 5917.8
916 3.9276e-06 0.00027049 9.44927e-05 3729.55 5917.74
917 3.78971e-06 0.000269105 9.40415e-05 3729.52 5917.67
918 3.48402e-06 0.000267732 9.3583e-05 3729.51 5917.59
919 3.30257e-06 0.000266271 9.31226e-05 3729.51 5917.51
920 3.24893e-06 0.000264702 9.26511e-05 3729.52 5917.43
921 3.07974e-06 0.000263329 9.21616e-05 3729.54 5917.34
922 3.21243e-06 0.000262598 9.16681e-05 3729.56 5917.25
923 3.33444e-06 0.000261774 9.11655e-05 3729.59 5917.15
924 3.45052e-06 0.000260866 9.06313e-05 3729.62 5917.06
925 3.63932e-06 0.000259875 9.00612e-05 3729.65 5916.97
926 3.81946e-06 0.000258798 8.94568e-05 3729.68 5916.87
927 3.98818e-06 0.000257601 8.88211e-05 3729.71 5916.79
928 4.22896e-06 0.000256222 8.81532e-05 3729.73 5916.7
929 4.47246e-06 0.00025464 8.74474e-05 3729.74 5916.62
930 4.7019e-06 0.000252875 8.67e-05 3729.73 5916.54
931 4.91272e-06 0.000250952 8.59129e-05 3729.72 5916.47
932 5.10003e-06 0.000248885 8.50816e-05 3729.7 5916.41
933 5.36784e-06 0.000246707 8.42161e-05 3729.66 5916.35
934 5.63667e-06 0.000244371 8.33262e-05 3729.61 5916.3
935 5.87682e-06 0.000241894 8.24162e-05 3729.54 5916.25
936 6.08115e-06 0.0002393 8.14914e-05 3729.47 5916.21
937 6.2422e-06 0.000236615 8.05604e-05 3729.38 5916.18
938 6.49362e-06 0.000233867 7.96274e-05 3729.29 5916.14
939 6.74693e-06 0.000231049 7.86968e-05 3729.19 5916.11
940 6.94647e-06 0.000228179 7.77674e-05 3729.08 5916.08
941 7.18266e-06 0.000225287 7.68369e-05 3728.97 5916.06
942 7.47356e-06 0.000231588 7.5908e-05 3728.86 5916.03
943 7.69708e-06 0.000238282 7.49901e-05 3728.74 5916
944 7.92132e-06 0.000242777 7.40784e-05 3728.63 5915.97
945 8.1722e-06 0.000244723 7.31659e-05 3728.53 5915.94
946 8.50445e-06 0.000254236 7.22479e-05 3728.42 5915.9
947 8.75035e-06 0.000261892 7.13206e-05 3728.33 5915.86
948 8.89817e-06 0.000266918 7.03798e-05 3728.24 5915.82
949 9.15242e-06 0.000269001 6.98662e-05 3728.16 5915.77
950 9.39102e-06 0.000276326 6.97367e-05 3728.09 5915.72
951 9.50517e-06 0.000290201 6.95831e-05 3728.02 5915.67
952 9.82774e-06 0.000300854 6.93939e-05 3727.97 5915.61
953 1.0018e-05 0.000307691 6.91616e-05 3727.93 5915.55
954 1.00557e-05 0.000310276 6.9102e-05 3727.9 5915.49
955 1.01777e-05 0.000308269 6.96323e-05 3727.89 5915.43
956 1.02818e-05 0.000306829 7.12543e-05 3727.88 5915.36
957 1.02069e-05 0.00031106 7.34905e-05 3727.88 5915.3
958 1.03582e-05 0.000317676 7.4582e-05 3727.89 5915.24
959 1.03268e-05 0.000318783 7.4442e-05 3727.91 5915.18
960 1.02409e-05 0.000320083 7.37676e-05 3727.94 5915.13
961 1.05286e-05 0.00032196 7.71386e-05 3727.97 5915.07
962 1.0618e-05 0.000325965 7.9228e-05 3728.01 5915.02
963 1.07213e-05 0.000325448 7.98966e-05 3728.05 5914.97
964 1.08471e-05 0.000323394 7.90628e-05 3728.09 5914.93
965 1.0807e-05 0.000327433 7.7085e-05 3728.13 5914.89
966 1.09486e-05 0.000334844 7.85408e-05 3728.17 5914.86
967 1.08545e-05 0.000335485 7.84458e-05 3728.21 5914.83
968 1.08761e-05 0.000339279 7.69381e-05 3728.24 5914.8
969 1.0796e-05 0.000339346 8.03598e-05 3728.26 5914.78
970 1.05214e-05 0.000332324 8.21743e-05 3728.28 5914.76
971 1.05001e-05 0.000323554 8.231e-05 3728.29 5914.75
972 1.05652e-05 0.000324184 8.07466e-05 3728.29 5914.73
973 1.07392e-05 0.000324297 7.75045e-05 3728.27 5914.72
974 1.07836e-05 0.000329456 7.75037e-05 3728.25 5914.71
975 1.08271e-05 0.000333608 7.77463e-05 3728.23 5914.7
976 1.08632e-05 0.000337769 7.67887e-05 3728.19 5914.69
977 1.06575e-05 0.000334558 7.95105e-05 3728.14 5914.68
978 1.06699e-05 0.000327441 8.05304e-05 3728.09 5914.67
979 1.04363e-05 0.000330185 7.98485e-05 3728.03 5914.65
980 1.04436e-05 0.000333019 7.74802e-05 3727.96 5914.63
981 1.02906e-05 0.000328402 7.73525e-05 3727.89 5914.61
982 1.03943e-05 0.000316562 7.82351e-05 3727.81 5914.59
983 1.05473e-05 0.000323921 7.73553e-05 3727.74 5914.56
984 1.04581e-05 0.000324753 7.67069e-05 3727.66 5914.52
985 1.05597e-05 0.000319915 7.65021e-05 3727.59 5914.49
986 1.04383e-05 0.00032573 7.63823e-05 3727.51 5914.45
987 1.05324e-05 0.000331641 7.50592e-05 3727.44 5914.4
988 1.03809e-05 0.0003302 7.48234e-05 3727.37 5914.36
989 1.02353e-05 0.000321649 7.64311e-05 3727.3 5914.31
990 1.00588e-05 0.000315376 7.63254e-05 3727.24 5914.26
991 1.00513e-05 0.000313467 7.64636e-05 3727.19 5914.21
992 1.02145e-05 0.000310409 7.58965e-05 3727.14 5914.16
993 1.02181e-05 0.000313085 7.37011e-05 3727.1 5914.12
994 1.03922e-05 0.000322598 7.46774e-05 3727.07 5914.07
995 1.03643e-05 0.000325151 7.56608e-05 3727.04 5914.02
996 1.03142e-05 0.000320892 7.4933e-05 3727.02 5913.98
997 1.0245e-05 0.000317091 7.38094e-05 3727.01 5913.93
998 1.0178e-05 0.000317932 7.45804e-05 3727 5913.9
999 1.00919e-05 0.00031815 7.49195e-05 3727 5913.86
1000 9.84096e-06 0.000311918 7.36621e-05 3727.01 5913.82
1001 1.00166e-05 0.000311265 7.49337e-05 3727.03 5913.79
1002 1.01328e-05 0.000313276 7.66371e-05 3727.05 5913.77
1003 1.01516e-05 0.000313909 7.66779e-05 3727.07 5913.74
1004 1.02205e-05 0.000311633 7.51003e-05 3727.1 5913.72
1005 1.02239e-05 0.000314476 7.33356e-05 3727.13 5913.7
1006 1.02647e-05 0.000318892 7.38095e-05 3727.16 5913.69
1007 1.00952e-05 0.000316605 7.27374e-05 3727.19 5913.68
1008 1.01e-05 0.000318418 7.31624e-05 3727.22 5913.66
1009 9.88347e-06 0.000314828 7.57812e-05 3727.25 5913.66
1010 9.81913e-06 0.000306365 7.6759e-05 3727.28 5913.65
1011 9.94745e-06 0.000301983 7.61609e-05 3727.3 5913.64
1012 9.99215e-06 0.000303352 7.40546e-05 3727.32 5913.63
1013 1.01842e-05 0.000311434 7.28765e-05 3727.33 5913.62
1014 1.01601e-05 0.000314199 7.36467e-05 3727.34 5913.61
1015 1.02251e-05 0.000317329 7.27911e-05 3727.34 5913.6
1016 1.01523e-05 0.000318584 7.29045e-05 3727.33 5913.59
1017 1.01341e-05 0.000313348 7.49982e-05 3727.32 5913.57
1018 1.00371e-05 0.00031164 7.55406e-05 3727.3 5913.55
1019 9.8913e-06 0.000314754 7.45823e-05 3727.27 5913.53
1020 9.80662e-06 0.000313813 7.29469e-05 3727.24 5913.51
1021 9.95612e-06 0.000306292 7.4664e-05 3727.21 5913.48
1022 1.00479e-05 0.000306637 7.48087e-05 3727.17 5913.45
1023 1.01403e-05 0.000313172 7.3403e-05 3727.12 5913.42
1024 1.01513e-05 0.000313467 7.27841e-05 3727.08 5913.39
1025 1.02105e-05 0.000312316 7.29212e-05 3727.03 5913.36
1026 1.01071e-05 0.000316506 7.32608e-05 3726.98 5913.32
1027 1.0122e-05 0.000320267 7.22e-05 3726.93 5913.29
1028 9.92406e-06 0.000317537 7.34984e-05 3726.88 5913.25
1029 9.88678e-06 0.000308436 7.47444e-05 3726.83 5913.22
1030 9.82294e-06 0.000303918 7.4474e-05 3726.78 5913.19
1031 9.89374e-06 0.000304328 7.41989e-05 3726.74 5913.16
1032 1.00746e-05 0.000304564 7.36328e-05 3726.69 5913.13
1033 1.00986e-05 0.00030789 7.15629e-05 3726.65 5913.1
1034 1.01813e-05 0.00031689 7.2005e-05 3726.62 5913.07
1035 1.01496e-05 0.000319611 7.25705e-05 3726.58 5913.05
1036 1.01277e-05 0.000316079 7.2497e-05 3726.56 5913.03
1037 1.00615e-05 0.000311834 7.35031e-05 3726.53 5913.02
1038 9.92059e-06 0.000311983 7.33678e-05 3726.51 5913
1039 9.81877e-06 0.000311956 7.40163e-05 3726.5 5912.99
1040 9.82694e-06 0.000305603 7.31911e-05 3726.49 5912.98
1041 9.91285e-06 0.000303181 7.27391e-05 3726.49 5912.98
1042 1.00646e-05 0.000311664 7.43537e-05 3726.49 5912.97
1043 1.00469e-05 0.000314139 7.44667e-05 3726.49 5912.97
1044 1.01572e-05 0.000310699 7.30843e-05 3726.5 5912.97
1045 1.00614e-05 0.000310431 7.12759e-05 3726.51 5912.98
1046 1.00941e-05 0.000315725 7.21673e-05 3726.53 5912.98
1047 9.94667e-06 0.000314739 7.27103e-05 3726.54 5912.98
1048 9.93357e-06 0.000311583 7.18482e-05 3726.56 5912.98
1049 9.74124e-06 0.000308886 7.38043e-05 3726.58 5912.99
1050 9.80955e-06 0.000302364 7.51121e-05 3726.61 5912.99
1051 9.92672e-06 0.000305387 7.49502e-05 3726.63 5912.99
1052 1.00263e-05 0.000304513 7.33447e-05 3726.65 5912.98
1053 1.00541e-05 0.000309145 7.10117e-05 3726.67 5912.98
1054 1.00935e-05 0.000314151 7.17875e-05 3726.69 5912.97
1055 1.00776e-05 0.000313079 7.11061e-05 3726.71 5912.95
1056 1.00634e-05 0.00031404 7.0789e-05 3726.72 5912.94
1057 9.91334e-06 0.000310875 7.34171e-05 3726.73 5912.92
1058 9.85883e-06 0.000308954 7.45962e-05 3726.73 5912.89
1059 9.71786e-06 0.000306546 7.43474e-05 3726.74 5912.87
1060 9.77301e-06 0.000306648 7.27149e-05 3726.74 5912.84
1061 9.91054e-06 0.000303056 7.27607e-05 3726.73 5912.81
1062 9.95522e-06 0.000308435 7.32767e-05 3726.72 5912.77
1063 1.00692e-05 0.000308946 7.23591e-05 3726.71 5912.74
1064 1.00476e-05 0.000311997 7.1012e-05 3726.69 5912.7
1065 1.0044e-05 0.000309742 7.18645e-05 3726.67 5912.66
1066 9.97056e-06 0.000311047 7.3096e-05 3726.65 5912.63
1067 9.98254e-06 0.00031303 7.29655e-05 3726.63 5912.59
1068 9.84927e-06 0.00031251 7.15249e-05 3726.6 5912.55
1069 9.73231e-06 0.000306046 7.3116e-05 3726.57 5912.52
1070 9.72161e-06 0.000302886 7.35218e-05 3726.54 5912.48
1071 9.91444e-06 0.000302471 7.25362e-05 3726.51 5912.45
1072 9.90966e-06 0.000306312 7.21721e-05 3726.48 5912.42
1073 1.00147e-05 0.000307204 7.0665e-05 3726.46 5912.39
1074 1.00218e-05 0.000309021 7.0812e-05 3726.43 5912.37
1075 1.0082e-05 0.000314346 7.09679e-05 3726.4 5912.34
1076 9.9489e-06 0.000313988 7.04889e-05 3726.37 5912.33
1077 9.96311e-06 0.000310619 7.23276e-05 3726.35 5912.31
1078 9.84875e-06 0.000308294 7.28013e-05 3726.33 5912.3
1079 9.81282e-06 0.000309062 7.23792e-05 3726.31 5912.29
1080 9.68412e-06 0.000305254 7.22568e-05 3726.29 5912.28
1081 9.84799e-06 0.00030253 7.18067e-05 3726.27 5912.28
1082 9.96716e-06 0.000305046 7.22481e-05 3726.26 5912.28
1083 1.00351e-05 0.000311169 7.27878e-05 3726.25 5912.29
1084 1.00247e-05 0.000311636 7.19138e-05 3726.24 5912.29
1085 1.00387e-05 0.000311464 7.058e-05 3726.24 5912.3
1086 1.00555e-05 0.000311542 7.12627e-05 3726.24 5912.31
1087 1.00015e-05 0.000313648 7.14538e-05 3726.24 5912.32
1088 9.90512e-06 0.000310632 7.1477e-05 3726.24 5912.34
1089 9.80899e-06 0.000310839 7.17923e-05 3726.24 5912.35
1090 9.76039e-06 0.000305065 7.3021e-05 3726.25 5912.36
1091 9.85844e-06 0.000304048 7.35061e-05 3726.26 5912.37
1092 9.93135e-06 0.000305844 7.26038e-05 3726.27 5912.38
1093 9.9703e-06 0.000307931 7.1293e-05 3726.28 5912.39
1094 1.00966e-05 0.00031104 7.14522e-05 3726.29 5912.4
1095 1.00457e-05 0.000313638 7.12511e-05 3726.31 5912.4
1096 1.00706e-05 0.000314178 6.99285e-05 3726.32 5912.4
1097 9.96452e-06 0.000314506 7.07874e-05 3726.33 5912.4
1098 9.98194e-06 0.000310567 7.26348e-05 3726.34 5912.39
1099 9.81202e-06 0.000309073 7.31898e-05 3726.35 5912.39
1100 9.74925e-06 0.000309817 7.23867e-05 3726.36 5912.37
1101 9.82402e-06 0.000306623 7.19042e-05 3726.37 5912.36
1102 9.99362e-06 0.000306141 7.29165e-05 3726.37 5912.34
1103 9.97394e-06 0.000309739 7.26238e-05 3726.37 5912.32
1104 1.00848e-05 0.000313072 7.17366e-05 3726.37 5912.3
1105 1.00852e-05 0.000314125 7.11285e-05 3726.37 5912.28
1106 1.0112e-05 0.000313297 7.1262e-05 3726.37 5912.26
1107 1.00119e-05 0.000313443 7.20139e-05 3726.36 5912.23
1108 9.98709e-06 0.000316097 7.1462e-05 3726.35 5912.21
1109 9.85638e-06 0.000312692 7.21099e-05 3726.34 5912.18
1110 9.77112e-06 0.00030745 7.32173e-05 3726.33 5912.16
1111 9.82213e-06 0.000303078 7.29461e-05 3726.32 5912.13
1112 9.9636e-06 0.000307875 7.29454e-05 3726.31 5912.11
1113 1.00659e-05 0.000310124 7.22778e-05 3726.29 5912.09
1114 1.01029e-05 0.000311711 7.12806e-05 3726.28 5912.07
1115 1.0109e-05 0.000314957 7.10157e-05 3726.26 5912.05
1116 1.00847e-05 0.000317954 7.09748e-05 3726.24 5912.03
1117 1.00663e-05 0.000314993 7.13278e-05 3726.23 5912.02
1118 9.96289e-06 0.000312629 7.25553e-05 3726.21 5912
1119 9.87373e-06 0.00031181 7.24346e-05 3726.2 5911.99
1120 9.7241e-06 0.000310507 7.30888e-05 3726.18 5911.98
1121 9.91246e-06 0.000303617 7.24677e-05 3726.17 5911.98
1122 9.97826e-06 0.000306445 7.22044e-05 3726.15 5911.97
1123 1.0059e-05 0.000312135 7.28393e-05 3726.14 5911.97
1124 1.00601e-05 0.000315964 7.2659e-05 3726.13 5911.97
1125 1.01373e-05 0.000314034 7.10604e-05 3726.12 5911.98
1126 1.00365e-05 0.000313966 7.10695e-05 3726.11 5911.98
1127 1.00471e-05 0.00031614 7.14736e-05 3726.11 5911.99
1128 9.90617e-06 0.000314899 7.23737e-05 3726.1 5911.99
1129 9.86706e-06 0.000311018 7.19448e-05 3726.1 5912
1130 9.75834e-06 0.000307615 7.23537e-05 3726.09 5912.01
1131 9.89199e-06 0.000305651 7.35568e-05 3726.09 5912.01
1132 9.97322e-06 0.000310801 7.33733e-05 3726.09 5912.02
1133 1.00888e-05 0.00031042 7.17952e-05 3726.1 5912.02
1134 1.00368e-05 0.000312075 7.08652e-05 3726.1 5912.03
1135 1.01007e-05 0.000316641 7.11445e-05 3726.1 5912.03
1136 1.00609e-05 0.000316097 7.09433e-05 3726.11 5912.03
1137 1.00137e-05 0.000314654 7.09941e-05 3726.11 5912.03
1138 9.90343e-06 0.000311518 7.21008e-05 3726.12 5912.03
1139 9.80519e-06 0.000310876 7.33857e-05 3726.13 5912.02
1140 9.78314e-06 0.000306222 7.33143e-05 3726.13 5912.02
1141 9.9379e-06 0.000304639 7.18916e-05 3726.14 5912.01
1142 9.95007e-06 0.000307345 7.22684e-05 3726.14 5911.99
1143 1.00413e-05 0.000313741 7.24904e-05 3726.15 5911.98
1144 1.00947e-05 0.000314456 7.132e-05 3726.15 5911.97
1145 1.00626e-05 0.000314983 7.00174e-05 3726.16 5911.95
1146 1.00301e-05 0.000313502 7.0953e-05 3726.16 5911.93
1147 9.94047e-06 0.000314337 7.24505e-05 3726.16 5911.91
1148 9.91798e-06 0.000312279 7.26315e-05 3726.16 5911.89
1149 9.73903e-06 0.000310695 7.15715e-05 3726.16 5911.87
1150 9.75715e-06 0.000306258 7.27343e-05 3726.16 5911.85
1151 9.89101e-06 0.000307843 7.30221e-05 3726.16 5911.84
1152 1.00236e-05 0.000310333 7.19507e-05 3726.16 5911.82
1153 1.00256e-05 0.000312414 7.12138e-05 3726.15 5911.8
1154 1.00527e-05 0.000313201 7.0822e-05 3726.15 5911.78
1155 1.00304e-05 0.000315035 7.08358e-05 3726.14 5911.77
1156 1.00461e-05 0.000315089 7.1401e-05 3726.14 5911.75
1157 9.91999e-06 0.000314116 7.07352e-05 3726.13 5911.74
1158 9.88808e-06 0.000312097 7.2416e-05 3726.12 5911.73
1159 9.79071e-06 0.000308503 7.28919e-05 3726.12 5911.72
1160 9.84964e-06 0.000307538 7.20362e-05 3726.11 5911.72
1161 9.90455e-06 0.000307031 7.17127e-05 3726.1 5911.71
1162 9.97192e-06 0.00030958 7.19685e-05 3726.09 5911.71
1163 1.00346e-05 0.000312917 7.1239e-05 3726.08 5911.71
1164 1.00757e-05 0.000314719 7.11007e-05 3726.08 5911.71
1165 1.00152e-05 0.000314861 7.01796e-05 3726.07 5911.72
1166 1.00022e-05 0.000314798 7.13283e-05 3726.06 5911.72
1167 9.98679e-06 0.000312503 7.21209e-05 3726.06 5911.73
1168 9.86193e-06 0.000312863 7.16127e-05 3726.05 5911.74
1169 9.80467e-06 0.000309954 7.15809e-05 3726.04 5911.75
1170 9.79364e-06 0.000307839 7.23388e-05 3726.04 5911.76
1171 9.93121e-06 0.000307997 7.18979e-05 3726.03 5911.77
1172 1.00137e-05 0.000311297 7.20515e-05 3726.03 5911.78
1173 1.00035e-05 0.000313013 7.10906e-05 3726.03 5911.79
1174 1.0022e-05 0.000314562 7.07059e-05 3726.02 5911.8
1175 1.00828e-05 0.000314281 7.07213e-05 3726.02 5911.8
1176 9.97489e-06 0.000315422 7.06887e-05 3726.02 5911.81
1177 9.98044e-06 0.000314651 7.10159e-05 3726.02 5911.81
1178 9.88431e-06 0.000312969 7.20281e-05 3726.02 5911.82
1179 9.81097e-06 0.000310024 7.19833e-05 3726.02 5911.82
1180 9.86171e-06 0.000306091 7.23034e-05 3726.03 5911.82
1181 9.89085e-06 0.000308613 7.19405e-05 3726.03 5911.81
1182 9.96623e-06 0.000311429 7.16359e-05 3726.03 5911.81
1183 1.00801e-05 0.000312825 7.15636e-05 3726.03 5911.8
1184 1.00075e-05 0.000315238 7.06845e-05 3726.04 5911.79
1185 1.00572e-05 0.000316215 7.05187e-05 3726.04 5911.78
1186 1.0044e-05 0.000315529 7.10564e-05 3726.05 5911.77
1187 9.97565e-06 0.000314361 7.13495e-05 3726.05 5911.75
1188 9.90005e-06 0.000312752 7.19356e-05 3726.06 5911.74
1189 9.7774e-06 0.000312322 7.20436e-05 3726.06 5911.72
1190 9.81673e-06 0.000306101 7.19307e-05 3726.06 5911.71
1191 9.98255e-06 0.000308213 7.22345e-05 3726.07 5911.69
1192 9.96181e-06 0.000312386 7.16868e-05 3726.07 5911.67
1193 1.00412e-05 0.000314737 7.1681e-05 3726.07 5911.66
1194 1.01013e-05 0.000315547 7.03247e-05 3726.08 5911.64
1195 1.00568e-05 0.000315828 7.07226e-05 3726.08 5911.63
1196 1.00348e-05 0.000316199 7.09648e-05 3726.08 5911.61
1197 9.93685e-06 0.000316425 7.14663e-05 3726.08 5911.6
1198 9.91108e-06 0.000312046 7.16638e-05 3726.08 5911.59
1199 9.79023e-06 0.000309619 7.22319e-05 3726.07 5911.58
1200 9.83776e-06 0.000308681 7.22097e-05 3726.07 5911.57
1201 9.93611e-06 0.000310269 7.23375e-05 3726.07 5911.56
1202 1.00597e-05 0.000312999 7.14182e-05 3726.07 5911.56
1203 1.00566e-05 0.000314534 7.09552e-05 3726.06 5911.55
1204 1.00756e-05 0.000316529 7.12575e-05 3726.06 5911.55
1205 1.00585e-05 0.000317926 7.06425e-05 3726.05 5911.55
1206 1.00456e-05 0.000315338 7.0831e-05 3726.04 5911.56
1207 9.93704e-06 0.000313647 7.16129e-05 3726.04 5911.56
1208 9.87337e-06 0.00031456 7.20276e-05 3726.03 5911.56
1209 9.77456e-06 0.000309966 7.23866e-05 3726.02 5911.57
1210 9.92333e-06 0.000307771 7.18437e-05 3726.01 5911.58
1211 9.97627e-06 0.000310439 7.197e-05 3726.01 5911.59
1212 1.00246e-05 0.000313812 7.23427e-05 3726 5911.6
1213 1.00803e-05 0.000316826 7.13574e-05 3725.99 5911.61
1214 1.00981e-05 0.000315813 7.06216e-05 3725.99 5911.62
1215 1.00402e-05 0.00031575 7.11158e-05 3725.98 5911.62
1216 9.99425e-06 0.000317812 7.12485e-05 3725.97 5911.63
1217 9.9665e-06 0.000314109 7.18719e-05 3725.97 5911.64
1218 9.79888e-06 0.000312639 7.16377e-05 3725.96 5911.65
1219 9.81413e-06 0.000310163 7.22338e-05 3725.96 5911.65
1220 9.88926e-06 0.000308134 7.27807e-05 3725.95 5911.66
1221 1.00072e-05 0.000313156 7.19864e-05 3725.95 5911.66
1222 1.00725e-05 0.000313549 7.10891e-05 3725.95 5911.66
1223 1.00554e-05 0.000315175 7.14984e-05 3725.95 5911.66
1224 1.00447e-05 0.000318566 7.11474e-05 3725.95 5911.66
1225 1.00814e-05 0.000316312 7.07936e-05 3725.95 5911.66
1226 9.94122e-06 0.000316084 7.0924e-05 3725.95 5911.65
1227 9.92259e-06 0.0003154 7.18387e-05 3725.95 5911.64
1228 9.83033e-06 0.000312315 7.2661e-05 3725.95 5911.63
1229 9.83546e-06 0.000309795 7.2166e-05 3725.96 5911.62
1230 9.96644e-06 0.000308938 7.16955e-05 3725.96 5911.61
1231 9.98352e-06 0.000311834 7.24227e-05 3725.97 5911.6
1232 1.00364e-05 0.000316732 7.179e-05 3725.97 5911.59
1233 1.01162e-05 0.000316388 7.05189e-05 3725.98 5911.57
1234 1.00243e-05 0.000317274 7.10317e-05 3725.98 5911.56
1235 1.00292e-05 0.000318107 7.15532e-05 3725.99 5911.55
1236 1.00036e-05 0.000316125 7.19665e-05 3725.99 5911.54
1237 9.87773e-06 0.00031494 7.18849e-05 3726 5911.52
1238 9.79876e-06 0.000311441 7.18018e-05 3726.01 5911.51
1239 9.82128e-06 0.000309005 7.27375e-05 3726.01 5911.5
1240 9.93545e-06 0.000312138 7.23453e-05 3726.02 5911.49
1241 1.00704e-05 0.000314118 7.14029e-05 3726.02 5911.48
1242 1.00202e-05 0.000316077 7.13882e-05 3726.02 5911.48
1243 1.00645e-05 0.000318258 7.13096e-05 3726.02 5911.47
1244 1.01013e-05 0.000317898 7.09071e-05 3726.03 5911.47
1245 1.00044e-05 0.000317969 7.11021e-05 3726.03 5911.46
1246 9.96186e-06 0.000316105 7.133e-05 3726.03 5911.46
1247 9.87794e-06 0.000314442 7.24751e-05 3726.02 5911.46
1248 9.77711e-06 0.000311694 7.24249e-05 3726.02 5911.46
1249 9.93482e-06 0.000309048 7.17473e-05 3726.02 5911.47
1250 9.95537e-06 0.000312136 7.21852e-05 3726.02 5911.47
1251 1.00199e-05 0.000315601 7.18864e-05 3726.01 5911.47
1252 1.01154e-05 0.000317285 7.09607e-05 3726.01 5911.48
1253 1.00642e-05 0.000318528 7.06567e-05 3726 5911.49
1254 1.00513e-05 0.000318158 7.15261e-05 3726 5911.49
1255 1.00309e-05 0.000317782 7.1603e-05 3725.99 5911.5
1256 9.94669e-06 0.000316371 7.1992e-05 3725.98 5911.51
1257 9.8512e-06 0.000312983 7.15521e-05 3725.98 5911.52
1258 9.80407e-06 0.000311727 7.23564e-05 3725.97 5911.53
1259 9.89068e-06 0.000309864 7.23355e-05 3725.97 5911.53
1260 1.00404e-05 0.000313942 7.17022e-05 3725.96 5911.54
1261 1.0051e-05 0.000316394 7.13703e-05 3725.95 5911.55
1262 1.00641e-05 0.000317473 7.11672e-05 3725.95 5911.55
1263 1.01047e-05 0.000318847 7.11133e-05 3725.95 5911.56
1264 1.0055e-05 0.000318713 7.11392e-05 3725.94 5911.56
1265 9.99278e-06 0.000316867 7.13603e-05 3725.94 5911.56
1266 9.91514e-06 0.000316555 7.19342e-05 3725.94 5911.56
1267 9.84774e-06 0.00031303 7.228e-05 3725.94 5911.56
1268 9.86644e-06 0.000309511 7.18953e-05 3725.93 5911.56
1269 9.95543e-06 0.000311262 7.19883e-05 3725.93 5911.55
1270 9.99431e-06 0.00031382 7.20007e-05 3725.93 5911.55
1271 1.00923e-05 0.00031732 7.11416e-05 3725.94 5911.54
1272 1.0094e-05 0.000318475 7.07882e-05 3725.94 5911.54
1273 1.00611e-05 0.000318125 7.13802e-05 3725.94 5911.53
1274 1.0045e-05 0.000319246 7.13384e-05 3725.94 5911.52
1275 1.00002e-05 0.000317058 7.16595e-05 3725.95 5911.51
1276 9.89126e-06 0.000314517 7.15383e-05 3725.95 5911.5
1277 9.78112e-06 0.000314092 7.20082e-05 3725.96 5911.49
1278 9.83554e-06 0.000308615 7.23198e-05 3725.96 5911.48
1279 9.9886e-06 0.000312902 7.17416e-05 3725.97 5911.47
1280 1.00585e-05 0.000315472 7.1498e-05 3725.97 5911.47
1281 1.00551e-05 0.000317121 7.15593e-05 3725.98 5911.46
1282 1.00985e-05 0.000319651 7.11601e-05 3725.98 5911.45
1283 1.00948e-05 0.000318805 7.12699e-05 3725.99 5911.44
1284 1.0017e-05 0.000317822 7.14553e-05 3725.99 5911.44
1285 9.94443e-06 0.000318462 7.14149e-05 3726 5911.43
1286 9.90952e-06 0.000314357 7.21313e-05 3726 5911.43
1287 9.78282e-06 0.000311897 7.18144e-05 3726 5911.42
1288 9.93411e-06 0.000310238 7.19634e-05 3726.01 5911.42
1289 9.96214e-06 0.000313495 7.22749e-05 3726.01 5911.42
1290 1.0061e-05 0.000317303 7.12688e-05 3726.01 5911.42
1291 1.01165e-05 0.000317875 7.07547e-05 3726.01 5911.42
1292 1.00696e-05 0.000318889 7.1308e-05 3726.01 5911.42
